Region,Genre,Platform,Game,Sales (million),Year
North America,Action,DS,Pokemon HeartGold/Pokemon SoulSilver,4.4,2009.0
North America,Action,DS,The Legend of Zelda: Phantom Hourglass,1.9,2007.0
North America,Action,DS,LEGO Star Wars: The Complete Saga,2.89,2007.0
North America,Action,DS,The Legend of Zelda: Spirit Tracks,1.43,2009.0
North America,Action,DS,LEGO Batman: The Videogame,1.79,2008.0
North America,Action,DS,Hannah MontaNorth America,1.59,2006.0
North America,Action,DS,LEGO Harry Potter: Years 1-4,1.07,2010.0
North America,Action,DS,LEGO Indiana Jones: The Original Adventures,1.42,2008.0
North America,Action,DS,Toy Story 3: The Video Game,0.93,2010.0
North America,Action,DS,Phineas and Ferb,1.34,2009.0
North America,Action,DS,Ben 10: Protector of Earth,0.69,2007.0
North America,Action,DS,SpongeBob's Atlantis SquarePantis,1.5,2007.0
North America,Action,DS,Hannah Montana: Music Jam,1.06,2007.0
North America,Action,DS,The Simpsons Game,0.57,2007.0
North America,Action,DS,Bakugan: Battle Brawlers,1.27,2009.0
North America,Action,DS,Grand Theft Auto: Chinatown Wars,0.59,2009.0
North America,Action,DS,Kung Fu Panda,0.56,2008.0
North America,Action,DS,Ratatouille,0.5,2007.0
North America,Action,DS,Transformers: Autobots / Decepticons,1.12,2007.0
North America,Action,DS,LEGO Indiana Jones 2: The Adventure Continues,0.66,2009.0
North America,Action,DS,LEGO Star Wars III: The Clone Wars,0.66,2011.0
North America,Action,DS,LEGO Star Wars II: The Original Trilogy,0.96,2006.0
North America,Action,DS,Disney Tangled,0.58,2010.0
North America,Action,DS,LEGO Pirates of the Caribbean: The Video Game,0.37,2011.0
North America,Action,DS,Mega Man Star Force Dragon / Leo / Pegasus,0.39,2006.0
North America,Action,DS,Ben 10: Alien Force,0.65,2008.0
North America,Action,DS,Star Wars: The Force Unleashed,0.51,2008.0
North America,Action,DS,Scooby-Doo! First Frights,0.63,2009.0
North America,Action,DS,Harry Potter and the Order of the Phoenix,0.28,2007.0
North America,Action,DS,Disney's The Little Mermaid: Ariel's Undersea Adventure,0.73,2006.0
North America,Action,DS,Star Wars The Clone Wars: Jedi Alliance,0.62,2008.0
North America,Action,DS,Drawn to Life,0.71,2007.0
North America,Action,DS,LEGO Batman 2: DC Super Heroes,0.43,2012.0
North America,Action,DS,Madagascar: Escape 2 Africa,0.42,2008.0
North America,Action,DS,LEGO Harry Potter: Years 5-7,0.35,-1.0
North America,Action,DS,Up,0.31,2009.0
North America,Action,DS,Harry Potter and the Half-Blood Prince,0.21,2009.0
North America,Action,DS,The Golden Compass,0.28,2007.0
North America,Action,DS,Mega Man Star Force 2: Zerker x Ninja / Saurian,0.25,2007.0
North America,Action,DS,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,0.53,2008.0
North America,Action,DS,Phineas and Ferb: Across the 2nd Dimension,0.32,2011.0
North America,Action,DS,G-Force,0.27,2009.0
North America,Action,DS,How to Train Your Dragon,0.32,2010.0
North America,Action,DS,Guinness World Records: The Videogame,0.47,2008.0
North America,Action,DS,Iron Man,0.35,2008.0
North America,Action,DS,Monsters vs. Aliens,0.33,2009.0
North America,Action,DS,Spider-Man 2,0.41,2004.0
North America,Action,DS,Bakugan Battle Brawlers: Defenders of the Core,0.42,2010.0
North America,Action,DS,LEGO Marvel Super Heroes,0.28,2013.0
North America,Action,DS,Crash of the Titans,0.42,2007.0
North America,Action,DS,Go Diego Go! Great Dinosaur Rescue,0.44,2008.0
North America,Action,DS,Nickelodeon Team Umizoomi,0.45,2011.0
North America,Action,DS,Hamsterz Life,0.43,2006.0
North America,Action,DS,Clash of Elementalists,0.0,2010.0
North America,Action,DS,Spider-Man: Friend or Foe,0.43,2007.0
North America,Action,DS,Mega Man Star Force 3: Black Ace / Red Joker,0.22,2008.0
North America,Action,DS,Transformers: Dark of the Moon - Autobots/Decepticons,0.34,2011.0
North America,Action,DS,Transformers: Revenge of the Fallen (Wii & PS2 Version),0.27,2009.0
North America,Action,DS,Bee Movie Game,0.41,2007.0
North America,Action,DS,Dragon Quest Heroes: Rocket Slime,0.13,2005.0
North America,Action,DS,Barbie: Groom and Glam Pups,0.26,2010.0
North America,Action,DS,The Smurfs,0.24,2011.0
North America,Action,DS,Naruto: Ninja Council 3,0.39,2006.0
North America,Action,DS,Ben 10 Alien Force: Vilgax Attacks,0.22,2009.0
North America,Action,DS,Harry Potter and the Deathly Hallows - Part 1,0.2,2010.0
North America,Action,DS,SpongeBob's Truth or Square (US sales),0.42,2009.0
North America,Action,DS,Ghostbusters: The Video Game,0.26,2009.0
North America,Action,DS,Star Wars The Clone Wars: Republic Heroes,0.23,2009.0
North America,Action,DS,Avatar: The Game,0.19,2009.0
North America,Action,DS,Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,0.27,2009.0
North America,Action,DS,Planet 51,0.22,2009.0
North America,Action,DS,Scooby-Doo! and the Spooky Swamp,0.26,2010.0
North America,Action,DS,Ice Age: Dawn of the Dinosaurs,0.2,2009.0
North America,Action,DS,Digging for Dinosaurs,0.35,2010.0
North America,Action,DS,Mini Ninjas,0.17,2009.0
North America,Action,DS,SpongeBob SquarePants: The Yellow Avenger,0.32,2005.0
North America,Action,DS,Pirates of the Caribbean: At World's End,0.3,2007.0
North America,Action,DS,Avatar: The Last Airbender - The Burning Earth,0.31,2007.0
North America,Action,DS,Iron Man 2,0.15,2010.0
North America,Action,DS,Power Rangers Samurai,0.27,2011.0
North America,Action,DS,Night at the Museum: Battle of the Smithsonian,0.12,2009.0
North America,Action,DS,Transformers: Revenge of the Fallen (DS Versions),0.17,2009.0
North America,Action,DS,1001 Touch Games,0.12,2011.0
North America,Action,DS,MySims SkyHeroes,0.22,2010.0
North America,Action,DS,Bratz: Girlz Really Rock,0.18,2008.0
North America,Action,DS,Phineas and Ferb Ride Again,0.25,2010.0
North America,Action,DS,Star Wars Episode III: Revenge of the Sith,0.25,2005.0
North America,Action,DS,Happy Feet,0.27,2006.0
North America,Action,DS,Dr. Seuss: How the Grinch Stole Christmas,0.29,2007.0
North America,Action,DS,Nicktoons: Battle for Volcano Island,0.28,2006.0
North America,Action,DS,Shrek the Third,0.26,-1.0
North America,Action,DS,Batman: The Brave and the Bold the Videogame,0.24,2010.0
North America,Action,DS,Looney Tunes: Duck Amuck,0.28,2007.0
North America,Action,DS,The Suite Life of Zack & Cody: Circle of Spies,0.17,2007.0
North America,Action,DS,Bratz: Super Babyz,0.26,2008.0
North America,Action,DS,Kung Zhu,0.26,2010.0
North America,Action,DS,Assassin's Creed II: Discovery,0.15,2009.0
North America,Action,DS,Beyblade: Metal Masters,0.16,2010.0
North America,Action,DS,Resident Evil: Deadly Silence,0.12,2006.0
North America,Action,DS,The Penguins of Madagascar,0.13,2010.0
North America,Action,DS,Indiana Jones and the Staff of Kings,0.17,2009.0
North America,Action,DS,The Suite Life of Zack & Cody: Tipton Trouble,0.23,2006.0
North America,Action,DS,Tongari Boushi to Oshare na Mahou Tsukai,0.0,2011.0
North America,Action,DS,The Incredible Hulk,0.22,2008.0
North America,Action,DS,Harry Potter and the Goblet of Fire,0.21,2005.0
North America,Action,DS,Harry Potter and the Deathly Hallows - Part 2,0.12,2011.0
North America,Action,DS,Star Wars: The Force Unleashed II,0.18,2010.0
North America,Action,DS,Kung Fu Panda 2,0.16,2011.0
North America,Action,DS,Naruto Shippuden: Ninja Council 4,0.09,2007.0
North America,Action,DS,Marvel Super Hero Squad: The Infinity Gauntlet,0.17,2010.0
North America,Action,DS,Ninja Gaiden: Dragon Sword,0.17,2008.0
North America,Action,DS,The Chronicles of Narnia: Prince Caspian,0.19,2008.0
North America,Action,DS,Wedding Dash,0.2,2009.0
North America,Action,DS,The Amazing Spider-Man (Console Version),0.15,2012.0
North America,Action,DS,Tomb Raider: Underworld,0.16,2008.0
North America,Action,DS,X-Men Origins: Wolverine,0.15,2009.0
North America,Action,DS,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS,0.0,2005.0
North America,Action,DS,Spider-Man: Shattered Dimensions,0.17,2010.0
North America,Action,DS,Penguin no Mondai X: Tenkuu no 7 Senshi,0.0,2009.0
North America,Action,DS,The Last Airbender,0.13,2010.0
North America,Action,DS,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",0.15,2005.0
North America,Action,DS,Chaotic: Shadow Warriors,0.17,2009.0
North America,Action,DS,Shrek SuperSlam,0.17,2005.0
North America,Action,DS,Aliens: Infestation,0.1,2011.0
North America,Action,DS,TRON: Evolution,0.12,2010.0
North America,Action,DS,Kekkaishi: Karasumori Ayakashi Kidan,0.0,2007.0
North America,Action,DS,Tamagotchi no Narikiri Challenge,0.0,2010.0
North America,Action,DS,Ringling Bros. and Barnum & Bailey: Circus Friends,0.16,2009.0
North America,Action,DS,Finding Nemo: Escape to the Big Blue,0.12,2006.0
North America,Action,DS,Tak: Mojo Mistake,0.16,2008.0
North America,Action,DS,TransFormers Animated: The Game,0.15,2008.0
North America,Action,DS,Spyro: Shadow Legacy,0.14,2005.0
North America,Action,DS,Around the World in 80 Days,0.0,2010.0
North America,Action,DS,Disney's American Dragon Jake Long: Attack of the Dark Dragon,0.15,2006.0
North America,Action,DS,Eragon,0.13,2006.0
North America,Action,DS,Dragon Ball: Origins 2,0.05,2010.0
North America,Action,DS,SpongeBob's Truth or Square,0.08,2009.0
North America,Action,DS,Burger Island,0.15,2008.0
North America,Action,DS,LEGO The Lord of the Rings,0.0,2012.0
North America,Action,DS,Rudolph the Red-Nosed Reindeer,0.15,2010.0
North America,Action,DS,Space Camp,0.14,2009.0
North America,Action,DS,Ultimate Spider-Man,0.14,2005.0
North America,Action,DS,Prince of Persia: The Forgotten Sands,0.14,2010.0
North America,Action,DS,Sonny with a Chance,0.12,2010.0
North America,Action,DS,The Incredibles: Rise of the Underminer,0.13,2005.0
North America,Action,DS,GoldenEye 007 (2010),0.11,2010.0
North America,Action,DS,Yu-Gi-Oh! Nightmare Troubadour (US sales),0.15,2005.0
North America,Action,DS,Moshi Monsters: Katsuma Unleashed,0.0,2013.0
North America,Action,DS,Spider-Man: Edge of Time,0.12,2011.0
North America,Action,DS,Legend of the Guardians: The Owls of Ga'Hoole,0.11,2010.0
North America,Action,DS,Yogi Bear: The Video Game,0.1,2010.0
North America,Action,DS,Top Spin 3,0.11,2008.0
North America,Action,DS,Chicken ShoOther,0.13,2007.0
North America,Action,DS,Robots,0.12,2005.0
North America,Action,DS,Syberia,0.1,2008.0
North America,Action,DS,Yu-Gi-Oh! Nightmare Troubadour (JP sales),0.0,2005.0
North America,Action,DS,G.I. Joe: The Rise of Cobra,0.11,2009.0
North America,Action,DS,007: Quantum of Solace,0.11,2008.0
North America,Action,DS,Peter Jackson's King Kong: The Official Game of the Movie,0.12,2005.0
North America,Action,DS,Bakugan: Battle Trainer,0.12,2010.0
North America,Action,DS,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,0.0,2006.0
North America,Action,DS,SpongeBob's Surf & Skate Roadtrip,0.11,2011.0
North America,Action,DS,Transformers: War for Cybertron -- Decepticons,0.11,2010.0
North America,Action,DS,Tamagotchi no Pichi Pichi Omisecchi,0.0,2010.0
North America,Action,DS,Thor: God of Thunder,0.09,2011.0
North America,Action,DS,Teenage Mutant Ninja Turtles: Arcade Attack,0.12,2009.0
North America,Action,DS,Dragon Ball: Origins,0.09,2008.0
North America,Action,DS,Godzilla Unleashed: Double Smash,0.11,2007.0
North America,Action,DS,All Kamen Rider: Rider Generation,0.0,2011.0
North America,Action,DS,The Lord of the Rings: Aragorn's Quest,0.1,2010.0
North America,Action,DS,Kaijuu Busters,0.0,2009.0
North America,Action,DS,Cory in the House,0.11,2007.0
North America,Action,DS,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,0.07,2011.0
North America,Action,DS,Rango: The Video Game,0.07,2011.0
North America,Action,DS,Yattaman DS: BikkuriDokkiri Daisakusen da Koron,0.0,2008.0
North America,Action,DS,Happy Feet Two,0.09,-1.0
North America,Action,DS,Retro Game Challenge,0.0,2007.0
North America,Action,DS,Heart Catch PreCure! Oshare Collection,0.0,2010.0
North America,Action,DS,The Settlers,0.1,2007.0
North America,Action,DS,Power Rangers: Super Legends,0.08,2007.0
North America,Action,DS,Green Lantern: Rise of the Manhunters,0.08,2011.0
North America,Action,DS,Naruto Shippuden: Naruto vs. Sasuke,0.08,2008.0
North America,Action,DS,Kouchuu Ouja Mushi King: Super Collection,0.0,2007.0
North America,Action,DS,Puss in Boots,0.09,2011.0
North America,Action,DS,Mushroom Men: Rise of the Fungi,0.1,2008.0
North America,Action,DS,The Lord of the Rings: Conquest,0.09,2009.0
North America,Action,DS,Cats & Dogs: The Revenge of Kitty Galore,0.1,2010.0
North America,Action,DS,Hysteria Hospital: Emergency Ward,0.1,2009.0
North America,Action,DS,Viewtiful Joe: Double Trouble!,0.08,2005.0
North America,Action,DS,X-Men: The Official Game,0.1,2006.0
North America,Action,DS,The Story of Noah's Ark,0.1,2010.0
North America,Action,DS,Astro Boy: The Video Game,0.09,2009.0
North America,Action,DS,America's Next Top Model,0.1,2008.0
North America,Action,DS,Project Hacker: Kakusei,0.0,2006.0
North America,Action,DS,All Kamen Rider: Rider Generation 2,0.0,2012.0
North America,Action,DS,Spider-Man: Web of Shadows,0.09,2008.0
North America,Action,DS,Star Wars: Lethal Alliance,0.08,2006.0
North America,Action,DS,Retro Game Challenge (US sales),0.1,2007.0
North America,Action,DS,Ninja Reflex,0.09,2008.0
North America,Action,DS,Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama,0.09,2009.0
North America,Action,DS,Metal Fight Beyblade,0.0,2009.0
North America,Action,DS,Fresh PreCure! Asobi Collection,0.0,2009.0
North America,Action,DS,Playmobil Pirates,0.08,2009.0
North America,Action,DS,DaGeDar,0.09,2011.0
North America,Action,DS,The Mummy: Tomb of the Dragon Emperor,0.08,2008.0
North America,Action,DS,Crayon Shin-Chan Shokkugan! Densetsu o Yobu Omake Daiketsusen!!,0.0,2010.0
North America,Action,DS,Charlotte's Web,0.08,2006.0
North America,Action,DS,The Spiderwick Chronicles,0.08,2008.0
North America,Action,DS,The Secret Saturdays: Beasts of the 5th Sun,0.08,2009.0
North America,Action,DS,Kidou Senshi Gundam 00,0.0,2008.0
North America,Action,DS,Sushi Academy,0.08,2009.0
North America,Action,DS,Kaijuu Busters Powered,0.0,2011.0
North America,Action,DS,C.O.P.: The Recruit,0.05,2009.0
North America,Action,DS,Diego's Build & Rescue,0.07,2010.0
North America,Action,DS,Prey the Stars,0.07,2008.0
North America,Action,DS,Emily the Strange: Strangerous,0.04,2011.0
North America,Action,DS,Daniel X: The Ultimate Power,0.07,2010.0
North America,Action,DS,Tokyo Beat Down,0.07,2008.0
North America,Action,DS,The Legend of Kage 2,0.07,2008.0
North America,Action,DS,Superman Returns,0.07,2006.0
North America,Action,DS,Tomb Raider: Legend,0.04,2006.0
North America,Action,DS,Game Center CX: Arino no Chousenjou 2,0.0,2009.0
North America,Action,DS,Tom Clancy's Splinter Cell: Chaos Theory,0.06,2005.0
North America,Action,DS,Tornado,0.07,-1.0
North America,Action,DS,Gintama DS: Yorozuya Daisoudou,0.0,2006.0
North America,Action,DS,Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!,0.0,2010.0
North America,Action,DS,Alpha and Omega,0.06,2010.0
North America,Action,DS,Generator Rex: Agent of Providence,0.05,2011.0
North America,Action,DS,Jackass the Game DS,0.06,2008.0
North America,Action,DS,Dynasty Warriors DS: Fighter's Battle,0.04,2007.0
North America,Action,DS,Shin Lucky * Star: Moe Drill ~Tabidachi~,0.0,2007.0
North America,Action,DS,Alex Rider: Stormbreaker,0.06,-1.0
North America,Action,DS,Deep Labyrinth,0.06,2006.0
North America,Action,DS,Prince of Persia: The Fallen King,0.06,2008.0
North America,Action,DS,Insecticide,0.06,2008.0
North America,Action,DS,Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,0.0,2007.0
North America,Action,DS,Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,0.0,2008.0
North America,Action,DS,Legend of Kay,0.06,2010.0
North America,Action,DS,Winx Club: Quest for the Codex,0.03,2006.0
North America,Action,DS,X-Men: Destiny,0.05,2011.0
North America,Action,DS,Kurupoto Cool Cool Stars,0.06,2007.0
North America,Action,DS,Playmobil Knights,0.04,2009.0
North America,Action,DS,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,0.05,2005.0
North America,Action,DS,Gegege no Kitarou: Youkai Daigekisen,0.0,2008.0
North America,Action,DS,Scurge: Hive,0.05,2006.0
North America,Action,DS,Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,0.0,2010.0
North America,Action,DS,Captain America: Super Soldier,0.05,-1.0
North America,Action,DS,Xiaolin Showdown,0.05,2006.0
North America,Action,DS,Mister Slime,0.05,2008.0
North America,Action,DS,Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,0.0,2007.0
North America,Action,DS,Metal Fight Beyblade: Bakugami Susanoh Shuurai!,0.0,2010.0
North America,Action,DS,Aliens in the Attic,0.05,2009.0
North America,Action,DS,Code Lyoko,0.03,2007.0
North America,Action,DS,Tenchu: Dark Secret,0.03,2006.0
North America,Action,DS,Tsumiki: Block Drop Mania,0.05,2007.0
North America,Action,DS,Strawberry Shortcake: Strawberryland Games,0.05,2006.0
North America,Action,DS,Ontamarama,0.05,2007.0
North America,Action,DS,Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,0.0,2007.0
North America,Action,DS,Detective Conan: Prelude from the Past,0.0,2012.0
North America,Action,DS,Cartoon Network Racing,0.04,2006.0
North America,Action,DS,Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,0.0,2008.0
North America,Action,DS,Soul Eater: Plot of Medusa,0.0,2008.0
North America,Action,DS,Clever Kids: Creepy Crawlies,0.0,2009.0
North America,Action,DS,Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,0.0,2011.0
North America,Action,DS,TMNT,0.03,2007.0
North America,Action,DS,Fantastic Four: Rise of the Silver Surfer,0.04,2007.0
North America,Action,DS,Danny Phantom: Urban Jungle,0.04,2006.0
North America,Action,DS,Yes! PreCure 5,0.0,2007.0
North America,Action,DS,Candace Kane's Candy Factory,0.04,2008.0
North America,Action,DS,Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,0.0,2009.0
North America,Action,DS,Coraline,0.04,2009.0
North America,Action,DS,San-X Land: Theme Park de Asobou!,0.0,2006.0
North America,Action,DS,Naruto Shippuden: Dairansen! Kage Bunshin Emaki,0.0,2008.0
North America,Action,DS,Naruto Shippuuden: Shinobi Retsuden III,0.0,2009.0
North America,Action,DS,Zombi Daisuki,0.0,2011.0
North America,Action,DS,Playmobil Top Agents,0.0,2010.0
North America,Action,DS,Lionel Trains: On Track,0.04,2006.0
North America,Action,DS,Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,0.0,2010.0
North America,Action,DS,GoGo's Crazy Bones,0.0,2012.0
North America,Action,DS,The Chase: Felix Meets Felicity,0.04,2009.0
North America,Action,DS,Tokumei Sentai Go-Busters,0.0,2012.0
North America,Action,DS,Kuroshitsuji: Phantom & Ghost,0.0,2009.0
North America,Action,DS,Pirates: Duels on the High Seas,0.03,2008.0
North America,Action,DS,Housekeeping,0.0,-1.0
North America,Action,DS,Shining Stars,0.03,2008.0
North America,Action,DS,Silverlicious,0.03,2012.0
North America,Action,DS,Timmy Time,0.0,2011.0
North America,Action,DS,Kekkaishi: Kokubourou Shuurai,0.0,2008.0
North America,Action,DS,Shugo Chara! Amunonijiro Chara Change,0.0,2008.0
North America,Action,DS,Nacho Libre,0.03,2006.0
North America,Action,DS,Keshisasu-Kun: Battle Kas-tival,0.0,2010.0
North America,Action,DS,Pet Alien: An Intergalactic Puzzlepalooza,0.03,2007.0
North America,Action,DS,Code Geass: Hangyaku no Lelouch,0.0,2007.0
North America,Action,DS,Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,0.0,2009.0
North America,Action,DS,"Princess Natasha: Student, Secret Agent, Princess",0.03,2006.0
North America,Action,DS,Kung Fu Panda: Legendary Warriors,0.02,2008.0
North America,Action,DS,Nanashi no Game Me,0.0,2009.0
North America,Action,DS,Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,0.0,2007.0
North America,Action,DS,Turn It Around,0.03,2006.0
North America,Action,DS,Bleach DS 4th: Flame Bringer,0.0,2009.0
North America,Action,DS,Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,0.0,2005.0
North America,Action,DS,Secrets of the Titanic,0.0,2012.0
North America,Action,DS,Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,0.0,2011.0
North America,Action,DS,Jewel Quest 5: The Sleepless Star,0.0,2012.0
North America,Action,DS,My Frogger: Toy Trials,0.02,2006.0
North America,Action,DS,Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,0.0,2009.0
North America,Action,DS,Kabu Trader Shun,0.0,2007.0
North America,Action,DS,Hokuto no Ken: Hokuto Shinken Denshousha no Michi,0.0,2008.0
North America,Action,DS,Moyashimon DS,0.0,2009.0
North America,Action,DS,Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,0.0,2008.0
North America,Action,DS,Strike Witches 2: Iyasu Naosu Punipunisuru,0.0,2010.0
North America,Action,DS,Totally Spies! 2: Undercover,0.01,2006.0
North America,Action,DS,Natalie Brooks: Mystery at Hillcrest High,0.0,2012.0
North America,Action,DS,NANA: Live Staff Daiboshuu! Shoshinsha Kangei,0.0,2007.0
North America,Action,DS,Franklin's Great Adventures,0.02,2006.0
North America,Action,DS,Disney's Meet the Robinsons,0.02,2007.0
North America,Action,DS,Brave: The Video Game,0.0,2012.0
North America,Action,DS,Tengen Toppa Gurren-Lagann,0.0,2007.0
North America,Action,DS,Hot 'n' Cold,0.02,2009.0
North America,Action,DS,Jewel Link: Galactic Quest,0.0,2012.0
North America,Action,DS,Winx Club: Saving Alfea,0.02,2014.0
North America,Action,DS,Garfield Gets Real,0.0,2009.0
North America,Action,DS,My Hero: Doctor,0.02,2009.0
North America,Action,DS,SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,0.0,2010.0
North America,Action,DS,Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers,0.0,2010.0
North America,Action,DS,Zoey 101: Field Trip Fiasco,0.02,2007.0
North America,Action,DS,Usavichi: Game no Jikan,0.0,2011.0
North America,Action,DS,Strongest Tokyo University Shogi DS,0.0,1985.0
North America,Action,DS,Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen,0.0,2006.0
North America,Action,DS,Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,0.0,2008.0
North America,Action,DS,Kaitou Rousseau,0.0,2006.0
North America,Action,DS,Chokkan! Asonde Relaxuma,0.0,2008.0
North America,Action,DS,Monkey Madness: Island Escape,0.01,2010.0
North America,Action,DS,San-X Character Channel: All-Star Daishuugou!,0.0,2008.0
North America,Action,DS,Hakuoki: Reimeiroku DS,0.0,2012.0
North America,Action,DS,Hi Hi Puffy AmiYumi: The Genie & the Amp,0.01,2006.0
North America,Action,DS,Simple DS Series Vol. 41: The Bakudan Shori-Han,0.0,2008.0
North America,Action,DS,Slide Adventure: Mag Kid,0.0,2007.0
North America,Action,DS,Fireman Sam: Action Stations,0.0,2013.0
North America,Action,DS,San-X: Chara Sagashi Land,0.0,2007.0
North America,Action,DS,The Wild West,0.01,2007.0
North America,Action,DS,Hirameki Action: Chibikko Wagyan no Daiki na Bouken,0.0,2009.0
North America,Action,DS,Original Frisbee Disc Sports: Ultimate & Golf,0.01,2007.0
North America,Action,PS2,Grand Theft Auto: San Andreas,9.43,2004.0
North America,Action,PS2,Grand Theft Auto: Vice City,8.41,2002.0
North America,Action,PS2,Grand Theft Auto III,6.99,2001.0
North America,Action,PS2,Metal Gear Solid 2: Sons of Liberty,2.45,2001.0
North America,Action,PS2,The Lord of the Rings: The Two Towers,1.94,2002.0
North America,Action,PS2,Spider-Man: The Movie,2.71,2002.0
North America,Action,PS2,God of War,2.71,2005.0
North America,Action,PS2,Metal Gear Solid 3: Snake Eater,1.46,2004.0
North America,Action,PS2,God of War II,2.32,2007.0
North America,Action,PS2,Resident Evil 4,2.08,2005.0
North America,Action,PS2,Grand Theft Auto: Liberty City Stories,1.56,2006.0
North America,Action,PS2,The Getaway,1.23,2002.0
North America,Action,PS2,LEGO Star Wars: The Video Game,1.98,2005.0
North America,Action,PS2,Spider-Man 2,1.75,2004.0
North America,Action,PS2,Star Wars Episode III: Revenge of the Sith,1.47,2005.0
North America,Action,PS2,The Lord of the Rings: The Return of the King,1.5,2003.0
North America,Action,PS2,True Crime: Streets of LA,1.89,2003.0
North America,Action,PS2,Enter the Matrix,1.78,2003.0
North America,Action,PS2,Devil May Cry,1.36,2001.0
North America,Action,PS2,Hitman 2: Silent Assassin,1.36,2002.0
North America,Action,PS2,Onimusha: Warlords,0.99,2001.0
North America,Action,PS2,LEGO Star Wars II: The Original Trilogy,1.85,2006.0
North America,Action,PS2,Tom Clancy's Splinter Cell,1.15,2003.0
North America,Action,PS2,Harry Potter and the Chamber of Secrets,0.9,2002.0
North America,Action,PS2,The Incredibles,0.96,2004.0
North America,Action,PS2,Resident Evil - Code: Veronica X,1.08,2001.0
North America,Action,PS2,Prince of Persia: The Sands of Time,0.88,2003.0
North America,Action,PS2,Devil May Cry 3: Dante's Awakening Special Edition,1.06,2006.0
North America,Action,PS2,Dynasty Warriors 4,0.63,2003.0
North America,Action,PS2,Devil May Cry 3: Dante's Awakening,0.99,2005.0
North America,Action,PS2,Finding Nemo,1.26,2003.0
North America,Action,PS2,Peter Jackson's King Kong: The Official Game of the Movie,0.71,2005.0
North America,Action,PS2,Devil May Cry 2,0.71,2003.0
North America,Action,PS2,Dynasty Warriors 3,0.53,2001.0
North America,Action,PS2,The Getaway: Black Monday,0.39,2004.0
North America,Action,PS2,50 Cent: Bulletproof,0.85,2005.0
North America,Action,PS2,State of Emergency,0.86,2002.0
North America,Action,PS2,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,0.85,2003.0
North America,Action,PS2,Prince of Persia: Warrior Within,0.54,2004.0
North America,Action,PS2,Dollar Dash,1.3,2005.0
North America,Action,PS2,Pac-Man World 2,1.26,2002.0
North America,Action,PS2,The Simpsons Game,0.35,2007.0
North America,Action,PS2,Onimusha 3: Demon Siege,0.37,2004.0
North America,Action,PS2,Resident Evil: Outbreak,0.54,2003.0
North America,Action,PS2,Dynasty Warriors 5,0.24,2005.0
North America,Action,PS2,LEGO Indiana Jones: The Original Adventures,0.6,2008.0
North America,Action,PS2,Samurai Warriors,0.22,2004.0
North America,Action,PS2,Manhunt,0.63,2003.0
North America,Action,PS2,Silent Hill 2,0.62,2001.0
North America,Action,PS2,LEGO Batman: The Videogame,0.72,2008.0
North America,Action,PS2,Jet Li: Rise to Honor,0.62,2004.0
North America,Action,PS2,Star Wars: The Force Unleashed,0.49,2008.0
North America,Action,PS2,Lara Croft Tomb Raider: The Angel of Darkness,0.61,2003.0
North America,Action,PS2,Tom Clancy's Splinter Cell: Pandora Tomorrow,0.52,2004.0
North America,Action,PS2,Ridge Racer V,0.24,2000.0
North America,Action,PS2,The Lord of the Rings: The Fellowship of the Ring,0.59,2002.0
North America,Action,PS2,Scarface: The World is Yours,0.99,2006.0
North America,Action,PS2,Gauntlet: Dark Legacy,0.56,2001.0
North America,Action,PS2,Tenchu: Wrath of Heaven,0.44,2003.0
