Region,Genre,Platform,Game,Sales (million),Year
North America,Fighting,NG,The King of Fighters '94,0.0,1994.0
North America,Fighting,NG,Samurai Shodown III,0.0,1995.0
North America,Fighting,NG,Samurai Shodown,0.0,1993.0
North America,Fighting,NG,The King of Fighters '96,0.0,1996.0
North America,Fighting,NG,Art of Fighting 3: The Path of the Warrior,0.0,1996.0
North America,Fighting,NG,Far East of Eden Shinden,0.0,1995.0
North America,Strategy,DS,LEGO Battles: Ninjago,1.07,2011.0
North America,Strategy,DS,LEGO Battles,0.81,2009.0
North America,Strategy,DS,Plants vs. Zombies,0.95,2011.0
North America,Strategy,DS,Zoo Tycoon DS,0.86,2005.0
North America,Strategy,DS,Battle of Giants: Dinosaurs,0.38,2008.0
North America,Strategy,DS,Advance Wars: Days of Ruin,0.44,-1.0
North America,Strategy,DS,Battle of Giants: Dragons,0.31,2009.0
North America,Strategy,DS,Sid Meier's Civilization Revolution,0.38,2008.0
North America,Strategy,DS,Advance Wars: Dual Strike,0.3,2005.0
North America,Strategy,DS,Worms: Open Warfare 2,0.07,2007.0
North America,Strategy,DS,Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,0.18,2010.0
North America,Strategy,DS,Super Robot Taisen W,0.0,2007.0
North America,Strategy,DS,Zoo Tycoon 2 DS,0.24,2008.0
North America,Strategy,DS,Yu-Gi-Oh! World Championship 2008,0.13,2007.0
North America,Strategy,DS,Battle of Giants: Mutant Insects,0.09,2010.0
North America,Strategy,DS,Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,0.0,2010.0
North America,Strategy,DS,SD Gundam G Generation: Cross Drive,0.0,2007.0
North America,Strategy,DS,Age of Empires: The Age of Kings,0.19,2006.0
North America,Strategy,DS,Dinosaur King,0.2,2007.0
North America,Strategy,DS,Age of Empires: Mythologies,0.17,2008.0
North America,Strategy,DS,Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,0.1,2011.0
North America,Strategy,DS,Super Robot Taisen K,0.0,2009.0
North America,Strategy,DS,Super Robot Taisen L,0.0,2010.0
North America,Strategy,DS,San Goku Shi Taisen DS,0.0,2007.0
North America,Strategy,DS,Our House,0.15,2009.0
North America,Strategy,DS,Heroes of MaNorth America,0.08,2007.0
North America,Strategy,DS,Ninjatown,0.12,2008.0
North America,Strategy,DS,Kamen Rider Battle: Ganbaride,0.0,2010.0
North America,Strategy,DS,Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,0.0,2010.0
North America,Strategy,DS,Battles of Prince of Persia,0.1,2005.0
North America,Strategy,DS,Desktop Tower Defense,0.11,2009.0
North America,Strategy,DS,Kousoku Card Battle: Card Hero,0.0,2007.0
North America,Strategy,DS,Culdcept DS,0.0,2008.0
North America,Strategy,DS,Dora & Kai-Lan's Pet Shelter,0.08,2011.0
North America,Strategy,DS,Glory Days 2,0.08,2007.0
North America,Strategy,DS,Populous DS,0.07,2008.0
North America,Strategy,DS,SNK vs. Capcom Card Fighters DS,0.09,2006.0
North America,Strategy,DS,Wordmaster,0.09,2008.0
North America,Strategy,DS,Tom Clancy's EndWar,0.08,2008.0
North America,Strategy,DS,Lock's Quest,0.08,2008.0
North America,Strategy,DS,Bakugan: Rise of the Resistance,0.06,2011.0
North America,Strategy,DS,Ultimate Card Games DS,0.08,2008.0
North America,Strategy,DS,Worms: Open Warfare,0.05,2006.0
North America,Strategy,DS,FabStyle,0.0,2011.0
North America,Strategy,DS,Elements of Destruction,0.07,2007.0
North America,Strategy,DS,Robocalypse,0.07,2008.0
North America,Strategy,DS,Real Time Conflict: Shogun Empires,0.06,2005.0
North America,Strategy,DS,San Goku Shi Taisen Ten,0.0,2008.0
North America,Strategy,DS,Dino Master: Dig Discover Duel,0.06,2005.0
North America,Strategy,DS,"Warhammer 40,000: Squad Command",0.05,2007.0
North America,Strategy,DS,Elite Forces: Unit 77,0.06,2009.0
North America,Strategy,DS,Pawly Pets: My Vet Practice,0.0,2007.0
North America,Strategy,DS,Panzer Tactics,0.06,2007.0
North America,Strategy,DS,Star Trek: Tactical Assault,0.05,2006.0
North America,Strategy,DS,Shining Force Feather,0.0,2009.0
North America,Strategy,DS,Imagine: Resort Owner,0.05,2010.0
North America,Strategy,DS,Emblem of Gundam,0.0,2008.0
North America,Strategy,DS,History Great Empires: Rome,0.05,2009.0
North America,Strategy,DS,Front Mission 2089: Border of Madness,0.0,2008.0
North America,Strategy,DS,Yu-Gi-Oh! World Championship 2007,0.0,2007.0
North America,Strategy,DS,Thrillville: Off the Rails,0.03,2007.0
North America,Strategy,DS,Front Mission,0.01,2007.0
North America,Strategy,DS,San Goku Shi DS 3,0.0,2010.0
North America,Strategy,DS,Suujin Taisen,0.0,2007.0
North America,Strategy,DS,Saihai no Yukue,0.0,2008.0
North America,Strategy,DS,Nobunaga no Yabou DS 2,0.0,2008.0
North America,Strategy,DS,Farm Frenzy 3,0.0,2011.0
North America,Strategy,DS,Catan,0.0,2009.0
North America,Strategy,DS,Tank Beat,0.01,2006.0
North America,Strategy,DS,Mage Knight: Destiny's Soldier,0.02,2006.0
North America,Strategy,DS,Fritz Chess,0.02,2009.0
North America,Strategy,DS,T.A.C. Heroes : Big Red One,0.02,2010.0
North America,Strategy,DS,Defendin' De Penguin,0.02,2008.0
North America,Strategy,DS,San Goku Shi DS 2,0.0,2007.0
North America,Strategy,DS,Drone Tactics,0.01,2007.0
North America,Strategy,DS,Nobunaga no Yabou DS,0.0,2006.0
North America,Strategy,DS,Military History: Commander - Europe at War,0.0,2009.0
North America,Strategy,DS,Tactics Layer: Ritina Guard Senki,0.0,2009.0
North America,Strategy,DS,Ishin no Arashi: Shippuu Ryuumeden,0.0,2010.0
North America,Strategy,PS2,Kessen,0.27,2000.0
North America,Strategy,PS2,Thrillville,0.55,2006.0
North America,Strategy,PS2,Super Robot Taisen Impact,0.0,2002.0
North America,Strategy,PS2,Dai-2-Ji Super Robot Taisen (alpha),0.0,2003.0
North America,Strategy,PS2,Dai-3-Ji Super Robot Taisen (alpha): Shuuen no Ginga e,0.0,2005.0
North America,Strategy,PS2,SD Gundam G Generation Neo,0.0,2002.0
North America,Strategy,PS2,Front Mission 4,0.14,2003.0
North America,Strategy,PS2,Super Robot Taisen MX,0.0,2004.0
North America,Strategy,PS2,Super Robot Taisen Z,0.0,2008.0
North America,Strategy,PS2,Theme Park Roller Coaster,0.23,2000.0
North America,Strategy,PS2,Kessen II,0.13,2001.0
North America,Strategy,PS2,Super Robot Taisen OG: Original Generations,0.0,2007.0
North America,Strategy,PS2,Thrillville: Off the Rails,0.2,2007.0
North America,Strategy,PS2,SD Gundam G Generation Seed,0.0,2004.0
North America,Strategy,PS2,SD Gundam G Generation Spirits,0.0,2007.0
North America,Strategy,PS2,Mobile Suit Gundam: Giren no Yabou Zeon Dokuritsu Sensouden,0.0,2002.0
North America,Strategy,PS2,Risk: Global Domination,0.19,2003.0
North America,Strategy,PS2,Romance of the Three Kingdoms VII,0.08,2000.0
North America,Strategy,PS2,SD Gundam G Generation Wars,0.0,2009.0
North America,Strategy,PS2,Super Robot Taisen OG: Original Generations Gaiden,0.0,2007.0
North America,Strategy,PS2,Romance of the Three Kingdoms VIII,0.05,2002.0
North America,Strategy,PS2,Full Spectrum Warrior,0.15,2005.0
North America,Strategy,PS2,Dynasty Tactics,0.06,2002.0
North America,Strategy,PS2,Duel Masters,0.13,2004.0
North America,Strategy,PS2,Conflict Zone,0.1,2002.0
North America,Strategy,PS2,Front Mission 5: Scars of the War,0.0,2005.0
North America,Strategy,PS2,Suikoden Tactics,0.06,2005.0
North America,Strategy,PS2,Gladius,0.1,2003.0
North America,Strategy,PS2,Super Robot Taisen: Scramble Commander,0.0,2003.0
North America,Strategy,PS2,Aliens versus Predator: Extinction,0.09,2003.0
North America,Strategy,PS2,Robin Hood: Defender of the Crown,0.09,2003.0
North America,Strategy,PS2,Commandos 2: Men of Courage,0.09,2002.0
North America,Strategy,PS2,Goblin Commander: Unleash the Horde,0.08,2003.0
North America,Strategy,PS2,Nobunaga no Yabou: Ranseiki,0.0,2002.0
North America,Strategy,PS2,Worms 3D,0.06,2003.0
North America,Strategy,PS2,Star Trek: Conquest,0.06,-1.0
North America,Strategy,PS2,Ring of Red,0.06,2000.0
North America,Strategy,PS2,Army Men: RTS,0.05,2002.0
North America,Strategy,PS2,Worms Forts: Under Siege,0.05,2004.0
North America,Strategy,PS2,Dynasty Tactics 2,0.05,2003.0
North America,Strategy,PS2,Yu-Gi-Oh! GX: The Beginning of Destiny (US sales),0.05,2007.0
North America,Strategy,PS2,Romance of the Three Kingdoms X,0.04,2005.0
North America,Strategy,PS2,Nobunaga's Ambition: Iron Triangle,0.04,2006.0
North America,Strategy,PS2,MetropolisMania,0.04,2001.0
North America,Strategy,PS2,Nobunaga's Ambition: Rise to Power,0.0,2004.0
North America,Strategy,PS2,Stella Deus: The Gate of Eternity,0.04,2004.0
North America,Strategy,PS2,P.T.O. IV: Pacific Theater of Operations,0.04,2002.0
North America,Strategy,PS2,Kessen III,0.04,2004.0
North America,Strategy,PS2,Wrath Unleashed,0.04,2004.0
North America,Strategy,PS2,Romance of the Three Kingdoms XI,0.0,2007.0
North America,Strategy,PS2,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,0.0,2009.0
North America,Strategy,PS2,Romance of the Three Kingdoms IX,0.03,2003.0
North America,Strategy,PS2,Future Tactics: The Uprising,0.03,2004.0
North America,Strategy,PS2,Full Spectrum Warrior: Ten Hammers,0.03,2006.0
North America,Strategy,PS2,A-Train 6,0.0,2000.0
North America,Strategy,PS2,GrimGrimoire,0.01,2007.0
North America,Strategy,PS2,Sacred Blaze,0.0,2009.0
North America,Strategy,PS2,The Adventures of Darwin,0.01,2006.0
North America,Strategy,PS2,Chaos Wars,0.0,2006.0
North America,Strategy,PS2,Super Robot Taisen: Scramble Commander the 2nd,0.0,2007.0
North America,Strategy,PS2,Nobunaga no Yabou: Kakushin with Power-Up Kit,0.0,2008.0
North America,Strategy,PS2,Galaxy Angel II: Mugen Kairou no Kagi,0.0,2007.0
North America,Strategy,PS2,Tenka-bito,0.0,2006.0
North America,Strategy,PS2,Culdcept,0.01,2002.0
North America,Strategy,PS2,Galaxy Angel II: Zettairyouiki no Tobira,0.0,2006.0
North America,Strategy,PS2,Negima!? Dream Tactic Yumemiru Otome Princess,0.0,2007.0
North America,Strategy,PS2,Galaxy Angel II: Eigou Kaiki no Koku,0.0,2009.0
North America,Strategy,PS2,Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),0.0,2007.0
North America,Strategy,PS2,Tennis no Oji-Sama: Card Hunter,0.0,2007.0
North America,Strategy,PS2,Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono,0.0,2007.0
North America,Strategy,PS2,Palais de Reine,0.0,2007.0
North America,Strategy,PS3,Sid Meier's Civilization Revolution,0.49,2008.0
North America,Strategy,PS3,Tom Clancy's EndWar,0.32,2008.0
North America,Strategy,PS3,XCOM: Enemy Unknown,0.24,2012.0
North America,Strategy,PS3,R.U.S.E.,0.18,2010.0
North America,Strategy,PS3,Command & Conquer: Red Alert 3 Ultimate Edition,0.14,2009.0
North America,Strategy,PS3,Angry Birds Star Wars,0.1,2013.0
North America,Strategy,PS3,Dai-2-Ji Super Robot Taisen OG,0.0,2012.0
North America,Strategy,PS3,Plants vs. Zombies,0.18,2011.0
North America,Strategy,PS3,Nobunaga no Yabou: Souzou,0.0,2013.0
North America,Strategy,PS3,Stormrise,0.13,2009.0
North America,Strategy,PS3,Nobunaga no Yabou: Tendou,0.0,2010.0
North America,Strategy,PS3,Record of Agarest War Zero,0.09,-1.0
North America,Strategy,PS3,Romance of the Three Kingdoms XII,0.0,2012.0
North America,Strategy,PS3,Tears to Tiara: Garland of the Earth,0.0,2008.0
North America,Strategy,PS3,Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,0.0,2013.0
North America,Strategy,PS3,Nobunaga no Yabou: Tendou with Power-Up Kit,0.0,2011.0
North America,Strategy,PS3,Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,0.0,2014.0
North America,Strategy,PS3,The History Channel: Great Battles - Medieval,0.0,-1.0
North America,Strategy,PS3,Fritz Chess,0.0,2009.0
North America,Strategy,PS3,Tears to Tiara Anecdotes: The Secret of Avalon,0.0,2009.0
North America,Strategy,PS3,Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,0.0,2011.0
North America,Strategy,PS3,Worms,0.0,2009.0
North America,Strategy,PS3,Machi-ing Maker 4,0.0,2011.0
North America,Strategy,PS3,Nobunaga no Yabou Online: Houou no Shou,0.0,2012.0
North America,Strategy,Wii,New Play Control! Pikmin,0.29,2008.0
North America,Strategy,Wii,New Play Control! Pikmin 2,0.11,2009.0
North America,Strategy,Wii,Fire Emblem: Radiant Dawn,0.28,2007.0
North America,Strategy,Wii,Thrillville: Off the Rails,0.39,2007.0
North America,Strategy,Wii,Battalion Wars 2,0.22,2007.0
North America,Strategy,Wii,Angry Birds Star Wars,0.21,2013.0
North America,Strategy,Wii,Dragon Quest Monsters: Battle Road Victory,0.0,2010.0
North America,Strategy,Wii,Little King's Story,0.15,2009.0
North America,Strategy,Wii,Worms: Battle Islands,0.11,2010.0
North America,Strategy,Wii,Battle of Giants: Dinosaurs Strike,0.15,2010.0
North America,Strategy,Wii,Sid Meier's Pirates!,0.13,2010.0
North America,Strategy,Wii,Yu-Gi-Oh! 5D's: Duel Transer,0.11,2010.0
North America,Strategy,Wii,Making History: The Great War,0.0,2010.0
North America,Strategy,Wii,Star Trek: Conquest,0.11,2007.0
North America,Strategy,Wii,McDROID,0.0,2011.0
North America,Strategy,Wii,Creeper World 3: Arc Eternal,0.0,2009.0
North America,Strategy,Wii,Worms: A Space Oddity,0.06,2008.0
North America,Strategy,Wii,SD Gundam G Generation Wars,0.0,2009.0
North America,Strategy,Wii,Vertigo,0.05,2009.0
North America,Strategy,Wii,Defendin' De Penguin,0.05,2008.0
North America,Strategy,Wii,Super Robot Taisen Neo,0.0,2009.0
North America,Strategy,Wii,SD Gundam: Scad Hammers,0.0,2006.0
North America,Strategy,Wii,SD Gundam G Generation World,0.0,2011.0
North America,Strategy,Wii,SD Gundam: Gashapon Wars,0.0,2010.0
North America,Strategy,Wii,Fritz Chess,0.02,2009.0
North America,Strategy,X360,Halo Wars,1.53,2009.0
North America,Strategy,X360,Tom Clancy's EndWar,0.58,2008.0
North America,Strategy,X360,Sid Meier's Civilization Revolution,0.58,2008.0
North America,Strategy,X360,XCOM: Enemy Unknown,0.36,2012.0
North America,Strategy,X360,Command & Conquer: Red Alert 3,0.18,2008.0
North America,Strategy,X360,Command & Conquer 3: Tiberium Wars,0.35,2007.0
North America,Strategy,X360,Overlord,0.34,2007.0
North America,Strategy,X360,Tropico 4,0.2,-1.0
North America,Strategy,X360,Supreme Commander 2,0.23,2010.0
North America,Strategy,X360,Battlestations: Pacific,0.17,2009.0
North America,Strategy,X360,Lord of the Rings: Battle for Middle-Earth,0.28,2006.0
North America,Strategy,X360,Angry Birds Star Wars,0.16,2013.0
North America,Strategy,X360,R.U.S.E.,0.12,2010.0
North America,Strategy,X360,Battlestations: Midway,0.21,2007.0
North America,Strategy,X360,Plants vs. Zombies,0.24,2010.0
North America,Strategy,X360,Command & Conquer 3: Kane's Wrath,0.16,2008.0
North America,Strategy,X360,Tropico 3,0.15,2009.0
North America,Strategy,X360,Thrillville: Off the Rails,0.13,2007.0
North America,Strategy,X360,Stormrise,0.11,2009.0
North America,Strategy,X360,The History Channel: Great Battles - Medieval,0.08,2010.0
North America,Strategy,X360,Warhammer: Battle March,0.09,2008.0
North America,Strategy,X360,Record of Agarest War Zero,0.09,2010.0
North America,Strategy,X360,Supreme Commander,0.07,2008.0
North America,Strategy,X360,Zoids Assault,0.08,2007.0
North America,Strategy,X360,The Lord of the Rings: The Battle for Middle-Earth II,0.0,2006.0
North America,Strategy,X360,Worms,0.0,2007.0
North America,Strategy,X360,Strike Witches: Shirogane no Tsubasa,0.0,2010.0
North America,Strategy,X360,Super Robot Taisen XO,0.0,2006.0
North America,Strategy,PSP,Metal Gear Ac!d,0.32,2004.0
North America,Strategy,PSP,Invizimals,0.17,2009.0
North America,Strategy,PSP,Worms: Open Warfare,0.11,2006.0
North America,Strategy,PSP,Worms: Open Warfare 2,0.04,2007.0
North America,Strategy,PSP,Yu-Gi-Oh! 5D's Tag Force 4,0.19,2009.0
North America,Strategy,PSP,Dai-2-Ji Super Robot Taisen Z: Hakai-hen,0.0,2011.0
North America,Strategy,PSP,Yu-Gi-Oh! GX: Tag Force 2,0.03,2007.0
North America,Strategy,PSP,Dai-2-Ji Super Robot Taisen Z Saisei-hen,0.0,2012.0
North America,Strategy,PSP,Yu-Gi-Oh! 5D's Tag Force 5,0.13,2010.0
North America,Strategy,PSP,SD Gundam G Generation World,0.0,2011.0
North America,Strategy,PSP,"Warhammer 40,000: Squad Command",0.11,2007.0
North America,Strategy,PSP,SD Gundam G Generation: Overworld,0.0,2012.0
North America,Strategy,PSP,Invizimals: Shadow Zone,0.05,2010.0
North America,Strategy,PSP,SD Gundam G Generation Portable,0.0,2006.0
North America,Strategy,PSP,Yu-Gi-Oh! GX: Tag Force 3,0.0,2008.0
North America,Strategy,PSP,Valkyria Chronicles III: Unrecorded Chronicles,0.0,-1.0
North America,Strategy,PSP,Thrillville,0.18,2006.0
North America,Strategy,PSP,Sid Meier's Pirates!,0.16,2007.0
North America,Strategy,PSP,Metal Gear Ac!d 2,0.11,2005.0
North America,Strategy,PSP,Kidou Senshi Gundam: Senjou no Kizuna Portable,0.0,2009.0
North America,Strategy,PSP,Super Robot Taisen A Portable,0.0,2008.0
North America,Strategy,PSP,Yu-Gi-Oh! 5D's Tag Force 6,0.0,2011.0
North America,Strategy,PSP,Scarface: Money. Power. Respect.,0.15,2006.0
North America,Strategy,PSP,Field Commander,0.14,2006.0
North America,Strategy,PSP,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,0.0,2008.0
North America,Strategy,PSP,Lord of the Rings: Tactics,0.11,2005.0
North America,Strategy,PSP,Kidou Senshi Gundam: Shin Gihren no Yabou,0.0,2011.0
North America,Strategy,PSP,Yu-Gi-Oh! GX: Tag Force,0.09,2006.0
North America,Strategy,PSP,Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,0.0,-1.0
North America,Strategy,PSP,Making History: The Great War,0.0,2010.0
North America,Strategy,PSP,Mytran Wars,0.08,2009.0
North America,Strategy,PSP,PixelJunk Monsters Deluxe,0.11,2010.0
North America,Strategy,PSP,Tom Clancy's EndWar,0.1,2008.0
North America,Strategy,PSP,Yuusha no Kuse ni Namaikida Or 3D,0.0,2010.0
North America,Strategy,PSP,Thrillville: Off the Rails,0.09,2007.0
North America,Strategy,PSP,Weiss Schwarz Portable,0.0,2011.0
North America,Strategy,PSP,Dungeons & Dragons Tactics,0.09,2007.0
North America,Strategy,PSP,Super Robot Taisen MX Portable,0.0,2005.0
North America,Strategy,PSP,Ken to Mahou to Gakuen Mono. Final: Shinnyusei wa Ohimesama,0.0,2011.0
North America,Strategy,PSP,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,0.0,2009.0
North America,Strategy,PSP,R-Type Command,0.05,2007.0
North America,Strategy,PSP,McDROID,0.0,2011.0
North America,Strategy,PSP,R-Type Command (correct US sales),0.04,2007.0
North America,Strategy,PSP,Taikou Risshiden V,0.0,2009.0
North America,Strategy,PSP,Star Trek: Tactical Assault,0.02,2006.0
North America,Strategy,PSP,Hyakumanton no Bara Bara,0.0,2010.0
North America,Strategy,PSP,Sengoku Efuda Yuugi: Hototogisu Tairan,0.0,2010.0
North America,Strategy,PSP,Carnage Heart EXA,0.0,2010.0
North America,Strategy,PSP,Strike Witches: Shirogane no Tsubasa,0.0,2012.0
North America,Strategy,PSP,Sakura Wars 1 & 2,0.0,2006.0
North America,Strategy,PSP,Military History: Commander - Europe at War,0.0,2009.0
North America,Strategy,PSP,Chuugen no Hasha: Sangoku Shouseiden,0.0,2006.0
North America,Strategy,PSP,Nobunaga no Yabou: Soutensoku with Power-Up Kit,0.0,2011.0
North America,Strategy,PSP,Ultraman Star Chronicles,0.0,2013.0
North America,Strategy,PSP,Sengoku Hime 2 Arashi: Hyakubana Senran Tatsukaze no Gotoku,0.0,2010.0
North America,Strategy,PSP,Moe Moe 2-Ji Daisenryaku 2,0.0,2010.0
North America,Strategy,PSP,Musou Tourou,0.0,2009.0
North America,Strategy,PSP,The Eye of Judgment: Legends,0.0,2010.0
North America,Strategy,PSP,Akatsuki no Amaneka to Aoi Kyojin,0.0,2010.0
North America,Strategy,PSP,Shutsugeki! Otometachi no Senjou 2: Ikusabana no KizuNorth America,0.0,2011.0
North America,Strategy,PS,Warzone 2100,2.79,1999.0
North America,Strategy,PS,Worms Armageddon,0.18,1999.0
North America,Strategy,PS,Super Robot Taisen (alpha),0.0,2000.0
North America,Strategy,PS,Battle Stations,0.43,1997.0
North America,Strategy,PS,SD Gundam G Generation,0.0,1998.0
North America,Strategy,PS,Command & Conquer: Red Alert Retaliation,0.39,1998.0
North America,Strategy,PS,Sim Theme Park,0.35,1999.0
North America,Strategy,PS,Super Robot Taisen (alpha) Gaiden,0.0,2001.0
North America,Strategy,PS,Mobile Suit Gundam: Giren no Yabou- Zeon no Keifu,0.0,2000.0
North America,Strategy,PS,SD Gundam G Generation Zero,0.0,1999.0
North America,Strategy,PS,Front Mission 2,0.0,1997.0
North America,Strategy,PS,Front Mission 3,0.1,1999.0
North America,Strategy,PS,Dai-4-Ji Super Robot Taisen S,0.0,1996.0
North America,Strategy,PS,Command & Conquer: Red Alert,0.23,1997.0
North America,Strategy,PS,Pet in TV,0.0,1997.0
North America,Strategy,PS,Command & Conquer,0.22,1996.0
North America,Strategy,PS,SD Gundam G Generation-F,0.0,2000.0
North America,Strategy,PS,Shin Super Robot Taisen Special Disk,0.0,1997.0
North America,Strategy,PS,WarCraft II: The Dark Saga,0.18,1997.0
North America,Strategy,PS,Super Robot Taisen Complete Box,0.0,1999.0
North America,Strategy,PS,Kagero: Deception II,0.03,1998.0
North America,Strategy,PS,SD Gundam G Century,0.0,1997.0
North America,Strategy,PS,Civilization II,0.15,1998.0
North America,Strategy,PS,A. IV Evolution: A Ressha de Ikou 4,0.0,1994.0
North America,Strategy,PS,Dune 2000,0.14,1999.0
North America,Strategy,PS,Panzer General,0.14,1995.0
North America,Strategy,PS,Super Robot Taisen F Kanketsuhen,0.0,1999.0
North America,Strategy,PS,Kartia: The Word of Fate,0.05,1998.0
North America,Strategy,PS,Nobunaga no Yabou: Reppuuden,0.0,1999.0
North America,Strategy,PS,Allied General,0.11,1996.0
North America,Strategy,PS,Warhammer: Shadow of the Horned Rat,0.11,1996.0
North America,Strategy,PS,Princess Maker: Yumemiru Yosei,0.0,1997.0
North America,Strategy,PS,Space Battleship Yamato: Harukanaru Hoshi Iscandar,0.0,1999.0
North America,Strategy,PS,Chessmaster II,0.08,1998.0
North America,Strategy,PS,Mobile Suit Gundam: Perfect One Year War,0.0,1997.0
North America,Strategy,PS,Front Mission Alternative,0.0,1997.0
North America,Strategy,PS,Project V6,0.0,1998.0
North America,Strategy,PS,Houshinengi,0.0,1998.0
North America,Strategy,PS,Sentou Kokka Air Land Battle,0.0,1995.0
North America,Strategy,PS,The Unholy War,0.07,1998.0
North America,Strategy,PS,Romance of the Three Kingdoms IV: Wall of Fire,0.05,1995.0
North America,Strategy,PS,Magic: The Gathering - Battlemage,0.07,1997.0
North America,Strategy,PS,SD Gundam G Generation-F.I.F,0.0,2001.0
North America,Strategy,PS,Sengoku Cyber: Fujimaru Jigokuhen,0.0,1995.0
North America,Strategy,PS,Railroad Tycoon II,0.06,1999.0
North America,Strategy,PS,Carnage Heart,0.01,1995.0
North America,Strategy,PS,Digimon Digital Card Battle,0.06,1999.0
North America,Strategy,PS,Vandal Hearts II,0.06,1999.0
North America,Strategy,PS,LEGO Rock Raiders,0.06,1999.0
North America,Strategy,PS,Neo Atlas,0.0,1998.0
North America,Strategy,PS,Populous: The Beginning,0.05,1998.0
North America,Strategy,PS,Chess,0.05,2001.0
North America,Strategy,PS,X-COM: UFO Defense,0.05,1995.0
North America,Strategy,PS,Return Fire,0.05,1996.0
North America,Strategy,PS,Brigandine: The Legend of ForseNorth America,0.05,1998.0
North America,Strategy,PS,Theme Hospital,0.03,1998.0
North America,Strategy,PS,Vanguard Bandits,0.04,1998.0
North America,Strategy,PS,Ojyousama Express,0.0,1998.0
North America,Strategy,PS,Saiyuki: Journey West,0.03,1999.0
North America,Strategy,PS,Romance of the Three Kingdoms VI: Awakening of the Dragon,0.03,1998.0
North America,Strategy,PS,Angelique Duet,0.0,1998.0
North America,Strategy,PS,Syndicate Wars,0.02,1997.0
North America,Strategy,PS,Warhammer: Dark Omen,0.02,1998.0
North America,Strategy,PS,Battle Hunter,0.02,1999.0
North America,Strategy,PS,Trap Gunner: Countdown to Oblivion,0.02,1998.0
North America,Strategy,PS,Nectaris: Military Madness,0.02,1998.0
North America,Strategy,PS,Master of Monsters: Disciples of Gaia,0.02,1997.0
North America,Strategy,PS,Hogs of War,0.01,2000.0
North America,Strategy,PS,Builder's Block,0.01,1999.0
North America,Strategy,PS,Meru PuraNorth America,0.0,1996.0
North America,Strategy,PC,StarCraft II: Wings of Liberty,2.56,2010.0
North America,Strategy,PC,Warcraft II: Tides of Darkness,1.7,1995.0
North America,Strategy,PC,Command & Conquer: Red Alert,1.37,1996.0
North America,Strategy,PC,Theme Hospital,2.3,1997.0
North America,Strategy,PC,Sim Theme Park,2.04,1998.0
North America,Strategy,PC,Warcraft: Orcs & Humans,0.89,1994.0
North America,Strategy,PC,Sid Meier's Civilization V,0.98,2010.0
North America,Strategy,PC,StarCraft II: Heart of the Swarm,0.82,2013.0
North America,Strategy,PC,Command & Conquer: Tiberian Sun,1.55,1999.0
North America,Strategy,PC,Warcraft III: The Frozen Throne,0.58,2003.0
North America,Strategy,PC,Anno 2070,0.0,2011.0
North America,Strategy,PC,Command & Conquer: Red Alert 2,1.32,2000.0
North America,Strategy,PC,RollerCoaster Tycoon 2,1.19,2002.0
North America,Strategy,PC,Spore,0.03,2008.0
North America,Strategy,PC,Empire: Total War,0.01,2009.0
North America,Strategy,PC,Total War: Rome II,0.12,2013.0
North America,Strategy,PC,XCOM: Enemy Unknown,0.26,2012.0
North America,Strategy,PC,Command & Conquer: Red Alert 3,0.01,2008.0
North America,Strategy,PC,Napoleon: Total War,0.02,2010.0
North America,Strategy,PC,Total War: Shogun 2,0.19,2011.0
North America,Strategy,PC,StarCraft II: Legacy of the Void,0.18,2015.0
North America,Strategy,PC,"Warhammer 40,000: Dawn of War II",0.0,2009.0
North America,Strategy,PC,Age of Empires III,0.0,2005.0
North America,Strategy,PC,Medieval II: Total War Gold Edition,0.0,2008.0
North America,Strategy,PC,Sid Meier's Civilization: Beyond Earth,0.11,2014.0
North America,Strategy,PC,Company of Heroes 2,0.06,2013.0
North America,Strategy,PC,The Settlers 7: Paths to a Kingdom,0.0,2010.0
North America,Strategy,PC,RollerCoaster Tycoon 3,0.01,2004.0
North America,Strategy,PC,R.U.S.E.,0.04,2010.0
North America,Strategy,PC,Tropico 4,0.1,2011.0
North America,Strategy,PC,Zoo Tycoon 2: Ultimate Collection,0.04,2008.0
North America,Strategy,PC,Anno 2205,0.02,2015.0
North America,Strategy,PC,Total War: Attila,0.09,2015.0
North America,Strategy,PC,XCOM 2,0.09,2016.0
North America,Strategy,PC,Total War: Shogun 2 - Fall of the Samurai,0.07,2012.0
North America,Strategy,PC,Supreme Commander 2,0.0,2010.0
North America,Strategy,PC,Company of Heroes: Anthology,0.0,2009.0
